polygon,mound_density,mean_mound_height,rep_poly_count,cover_g1,cover_g3,cover_b13,treatment,landscape,rep
1,0.377880116923422,0.9545465284778226,820366,0.03771121670083841,0.0702710741303272,0.03255985742948879,agriculture,andover,77
1,0.3588143875599052,0.9602622985839844,891826,0.037482647960476595,0.06868492284369372,0.03120227488321713,agriculture,andover,78
1,0.4368705283781013,0.9407935509314904,595142,0.03235866398271337,0.06697393227162593,0.034615268288912565,agriculture,andover,79
1,0.455297070991161,0.948486328125,483201,0.029432886107437693,0.06572006266543323,0.036287176557995536,agriculture,andover,80
1,0.40036780455645254,0.9408528645833333,749311,0.03161304184777749,0.062334598050742616,0.030721556202965124,agriculture,andover,81
2,0.5012385869292805,0.9462119654605263,758122,0.00984801918424739,0.036971621981686326,0.027123602797438934,agriculture,andover,0
2,0.5610062714179948,1.1403116575429137,1265583,0.01569158245646473,0.050095489588592765,0.03440390713212804,agriculture,andover,1
2,0.6202395593687593,1.3158276206568669,1225333,0.020809037216821875,0.047686628859257035,0.02687759164243516,agriculture,andover,2
2,0.6009745403145741,1.1724178059895833,1247973,0.01874720046026637,0.0537920291544769,0.03504482869421053,agriculture,andover,3
2,0.552838456917299,1.3169581095377605,1085308,0.02051491373877277,0.049103111743394504,0.02858819800462173,agriculture,andover,4
2,0.49480276075803786,1.243011474609375,828613,0.020207262014957525,0.04597079698242726,0.025763534967469734,agriculture,andover,5
2,0.5829215832150201,1.3669599112817796,1012143,0.02015327873630505,0.047895406083922926,0.027742127347617877,agriculture,andover,6
2,0.5821693453470641,1.2977408903190888,1425702,0.020046264927733846,0.04826674859122033,0.02822048366348648,agriculture,andover,7
2,0.5774622267520926,1.2359771728515625,692686,0.02145416537940712,0.05110107610085955,0.029646910721452435,agriculture,andover,8
2,0.5867365091175109,1.33173061938996,801041,0.012949399593778596,0.05683229697356315,0.043882897379784555,agriculture,andover,9
2,0.5411847919522046,1.309253071629724,794553,0.014345172694584251,0.056786646076473185,0.04244147338188894,agriculture,andover,10
2,0.5617122696446424,1.1634394005884099,1406414,0.01540869189299879,0.05111297242490476,0.03570428053190597,agriculture,andover,11
2,0.601970593736496,1.3236385527111234,1395417,0.016058998851239452,0.05090879643862731,0.034849797587387855,agriculture,andover,12
2,0.5999568031101761,1.3252486165364583,1250090,0.02069770976489693,0.0474253853722532,0.02672767560735627,agriculture,andover,13
2,0.6479479384282246,1.2874317784463205,956867,0.021848386452871717,0.05291853517782513,0.031070148724953416,agriculture,andover,14
2,0.6074601991097769,1.364868656281502,1020643,0.02011575056116585,0.047762048042263555,0.0276462974810977,agriculture,andover,15
2,0.5801397846811189,1.3597938537597656,1378978,0.022412250231693326,0.052260442153536896,0.02984819192184357,agriculture,andover,16
2,0.6197986217932465,1.2481613159179688,1419816,0.013196780427886431,0.04832386731801867,0.03512708689013224,agriculture,andover,17
2,0.5627849098606169,1.1529312133789062,1279352,0.01476059755251096,0.051228278065770794,0.03646768051325984,agriculture,andover,18
2,0.6074372926943657,1.2411967432776163,707892,0.020638741502941125,0.04949766348539043,0.0288589219824493,agriculture,andover,19
2,0.5951721846971543,1.3645981189816496,1444960,0.020311980954490088,0.055316410142841325,0.035004429188351234,agriculture,andover,20
2,0.5425600185826807,1.2500314712524414,1179593,0.019658475423302783,0.04493075153887824,0.025272276115575455,agriculture,andover,21
2,0.5841343053732769,1.2621812696580763,1318190,0.02077849171970657,0.05010051661748306,0.029322024897776498,agriculture,andover,22
2,0.5660924759233794,1.073984146118164,847918,0.009032713068952423,0.03909458225913355,0.030061869190181126,agriculture,andover,23
2,0.600788614107149,1.277631257709704,1265004,0.012204704491052992,0.04693581996578667,0.034731115474733676,agriculture,andover,24
2,0.5388393736665831,1.028940200805664,593869,0.007375363927061355,0.033219447386544844,0.02584408345948349,agriculture,andover,25
2,0.6253863994539482,1.1554704938616072,1119308,0.019721113402209223,0.054788315637876256,0.03506720223566704,agriculture,andover,26
2,0.5716342217280583,1.1403116575429137,1242053,0.01588015970332989,0.05010011650066463,0.034219956797334736,agriculture,andover,27
2,0.5606392262203653,1.1557265571925952,820492,0.02148832651628535,0.056055391155550575,0.03456706463926522,agriculture,andover,28
2,0.584403078741674,1.2400783192027698,752905,0.020718417330207663,0.048524050178973446,0.02780563284876578,agriculture,andover,29
2,0.564121850319669,1.2572580973307292,1276320,0.020479973674313652,0.04842045881910493,0.027940485144791274,agriculture,andover,30
2,0.6330898814970849,1.3120348381273674,1563759,0.018366640895432097,0.058002543870251104,0.03963590297481901,agriculture,andover,31
2,0.591457070392295,1.2525565854964718,1572388,0.017113460545361576,0.05540426408748986,0.03829080354212828,agriculture,andover,32
2,0.5658258847660221,1.2918291091918945,565545,0.01994536243800228,0.05231237125250864,0.03236700881450636,agriculture,andover,33
2,0.5778942127599043,1.3783534123347356,1349728,0.02160509376704047,0.05391530738044999,0.032310213613409515,agriculture,andover,34
2,0.6368622004821662,1.2621834047379032,973523,0.021501289645955976,0.05111846355966936,0.02961717391371339,agriculture,andover,35
2,0.5705733384246031,1.3298781957381811,1367046,0.015591282224592296,0.052396188570099325,0.036804906345507024,agriculture,andover,36
2,0.5617987391129549,1.2472467422485352,1139198,0.01978584934313438,0.045079959761165314,0.02529411041803093,agriculture,andover,37
2,0.5964096141229797,1.038995575486568,955719,0.01247437792907748,0.04229276596991375,0.02981838804083627,agriculture,andover,38
2,0.5725273727311135,1.0821969920191272,1013052,0.01103201020283263,0.043184357762484055,0.03215234755965143,agriculture,andover,39
2,0.6029877532165309,1.0536933510990467,978461,0.01258506981882773,0.04328021249697229,0.030695142678144556,agriculture,andover,40
2,0.5497624339082474,1.2583480834960938,727587,0.020276612968620936,0.04744587245236652,0.027169259483745586,agriculture,andover,41
2,0.6235672202110875,1.2560585596228158,1491419,0.01487777747232669,0.05326940316570997,0.03839162569338328,agriculture,andover,42
2,0.5222367287980222,1.1521125955784575,899975,0.02007055751548654,0.053534820411678105,0.03346426289619156,agriculture,andover,43
2,0.5587178379527488,1.2026750518054496,1467646,0.01463840735436202,0.05105863403027706,0.03642022667591504,agriculture,andover,44
2,0.5695380011287208,1.27435302734375,579417,0.01960764009340423,0.05228704024907795,0.03267940015567372,agriculture,andover,45
2,0.6133204346355328,1.3386903743153995,1581555,0.020182668323264128,0.05387545801442251,0.03369278969115839,agriculture,andover,46
2,0.6156301989064958,1.271801398782169,1380699,0.014418059258390134,0.05283772929508894,0.0384196700366988,agriculture,andover,47
2,0.5774801594316652,1.0204829001913265,848514,0.01126675576360555,0.038351753771888264,0.027084998008282714,agriculture,andover,48
2,0.5876349240713822,1.3351107145610608,1293320,0.015812018680604955,0.053622460025361085,0.037810441344756134,agriculture,andover,49
2,0.6084537823473899,1.3179146902901786,805320,0.013847911389261412,0.05808746833556847,0.04423955694630706,agriculture,andover,50
2,0.6157216419675872,1.273400959215666,1234324,0.021477343063895704,0.05206088514846993,0.030583542084574228,agriculture,andover,51
2,0.537878449965497,1.335303329839939,762254,0.014534525236994493,0.05496592999183999,0.040431404754845496,agriculture,andover,52
2,0.6097317883667864,1.3026572985526843,1279251,0.014653105606327453,0.05460148164824573,0.03994837604191828,agriculture,andover,53
2,0.5629589120416911,1.2843802315848214,870401,0.01612819838212502,0.05384299880170174,0.03771480041957673,agriculture,andover,54
2,0.5583174738804522,1.1711987481600996,1235856,0.013749983816884815,0.050424968604756544,0.03667498478787173,agriculture,andover,55
2,0.5767497974284522,1.0754444560066598,1057651,0.012572200092469066,0.045109398090674525,0.03253719799820546,agriculture,andover,56
2,0.6022969298234373,1.3584971326462767,1560692,0.01667529531771804,0.05114974639454806,0.034474451076830025,agriculture,andover,57
2,0.5358578190586765,1.245260281032986,839775,0.020266142716799142,0.04590038998541276,0.025634247268613616,agriculture,andover,58
2,0.6066165319549045,1.273368604255445,1088002,0.02149996047801383,0.05728757851548067,0.03578761803746684,agriculture,andover,59
2,0.6994223149744427,1.268868111275338,529008,0.024806808214620574,0.05543016362701509,0.03062335541239452,agriculture,andover,60
2,0.6391368682551692,1.3120348381273674,1548964,0.018502043946792824,0.058177594831125834,0.03967555088433301,agriculture,andover,61
2,0.5879693828306832,1.2128379128196023,1309592,0.012969688269323576,0.049035119334876816,0.03606543106555324,agriculture,andover,62
2,0.6561744374124416,1.3035354614257812,1523985,0.01572128334596469,0.05384108111300308,0.03811979776703839,agriculture,andover,63
2,0.5781620949703511,1.0610376993815105,830217,0.009277092615545093,0.039553514322159145,0.030276421706614053,agriculture,andover,64
2,0.6333273585469319,1.2555593814489976,836850,0.023558582780665593,0.05664455995698154,0.033085977176315944,agriculture,andover,65
2,0.6227486524163982,1.1554704938616072,1124049,0.019677078134494135,0.05476095792976997,0.03508387979527583,agriculture,andover,66
2,0.6268830236277911,1.2993204136087437,1579242,0.01789909336251189,0.05730280729615854,0.039403713933646646,agriculture,andover,67
2,0.5957604614532941,1.3436186715458216,1493889,0.021285383318305443,0.056053696091208915,0.03476831277290347,agriculture,andover,68
2,0.5671907353666733,1.271681694135274,1287045,0.01969161917415475,0.04671087646508086,0.027019257290926114,agriculture,andover,69
2,0.5518880940756936,1.1478294959435096,942220,0.020308420538727685,0.05412748614973149,0.0338190656110038,agriculture,andover,70
2,0.5940119760479041,1.2315801805065525,1565625,0.016111776447105788,0.05285748502994012,0.03674570858283433,agriculture,andover,71
2,0.5440221598359773,1.2287438710530598,882317,0.020443899414836163,0.04615007984658575,0.025706180431749586,agriculture,andover,72
2,0.6081007987884072,1.3244477924547697,1562241,0.02117278960160436,0.05453896037807227,0.033366170776467904,agriculture,andover,73
2,0.48993704308996294,1.1392647879464286,857253,0.020611184796087038,0.05439934301775555,0.033788158221668516,agriculture,andover,74
2,0.5810854170298451,1.1420905071756113,791622,0.021400365325875227,0.05623896253514935,0.034838597209274125,agriculture,andover,75
2,0.5126454997780978,0.9571881975446429,682733,0.0077673116723521495,0.035847102747340466,0.028079791074988317,agriculture,andover,76
2,0.605121413786196,1.2471734408674569,1437728,0.013514378241225044,0.049098299539273076,0.03558392129804803,agriculture,andover,77
2,0.6119533969672146,1.2466874556107954,1438018,0.013423336842793345,0.048805369612897755,0.035382032770104405,agriculture,andover,78
2,0.6227976318742846,1.340155029296875,1605658,0.01721786333079647,0.05110490527870817,0.0338870419479117,agriculture,andover,79
2,0.5852923884908804,1.134271877915112,1144727,0.01838516956444637,0.052649234271577416,0.034264064707131045,agriculture,andover,80
2,0.5931393547961907,1.1252824086991569,1062145,0.019818386378507642,0.05504144914300778,0.035223062764500136,agriculture,andover,81
2,0.6315046387398775,1.2751808166503906,886771,0.02395545185848432,0.05925994422460816,0.03530449236612383,agriculture,andover,82
2,0.6108443757337074,1.0503517844460226,900393,0.013584068290179954,0.04264804368758975,0.0290639753974098,agriculture,andover,83
2,0.5402938080466516,1.2208225644867996,1073490,0.019730970945234703,0.044961760239964975,0.02523078929473027,agriculture,andover,84
2,0.572517798568032,1.0596756280637254,890802,0.010170610303973274,0.040939512933289325,0.030768902629316055,agriculture,andover,85
2,0.6186529805937881,1.289801192610231,1179983,0.020329953906115597,0.05683217470082196,0.036502220794706365,agriculture,andover,86
2,0.5522411191611636,1.3078386860509073,561349,0.01968294234068289,0.052835223720003065,0.03315228137932017,agriculture,andover,87
2,0.5338339874852888,1.3849008413461539,1217607,0.021187460321762275,0.05528549031009184,0.034098029988329566,agriculture,andover,88
2,0.6033660037642253,1.2653782342069892,1541353,0.017496965328513324,0.05657756529490649,0.03908059996639316,agriculture,andover,89
2,0.5408670098167362,1.1597427368164062,1109330,0.010815537306302003,0.04785861736363391,0.0370430800573319,agriculture,andover,90
2,0.5661147544402764,1.3671577855160362,1342484,0.021472881613486643,0.05569451851940135,0.034221636905914704,agriculture,andover,91
2,0.5816901242380056,1.3638066472233952,1272155,0.022465815879354326,0.052353683316891414,0.029887867437537092,agriculture,andover,92
2,0.5947921697027031,1.189990452357701,1412258,0.017527250686489297,0.052456420852280534,0.03492917016579124,agriculture,andover,93
2,0.5976145540349586,1.3358511976016465,1556187,0.01702301844187106,0.05040846633470142,0.03338544789283036,agriculture,andover,94
2,0.5524815429128027,1.2302106774371604,832607,0.02028087681222954,0.04654656999040364,0.026265693178174097,agriculture,andover,95
2,0.6057889189090953,1.2905500932173295,907907,0.0199414697760894,0.05200092079915674,0.03205945102306734,agriculture,andover,96
2,0.5738178396140884,1.2551298014322916,1307035,0.02065132150248463,0.049611525322581264,0.02896020382009663,agriculture,andover,97
2,0.5889201830109261,1.2439752527185388,1256537,0.021380190157552065,0.05160930398388587,0.030229113826333805,agriculture,andover,98
2,0.5685314191552907,1.375332247826361,1090529,0.014959712213063569,0.05461202774066531,0.03965231552760174,agriculture,andover,99
2,0.60378887256062,1.3582064720892137,1026849,0.01437407057902379,0.05646205040858004,0.04208797982955625,agriculture,andover,100
2,0.5916959135086836,1.3200810464580408,1504151,0.01904064153133562,0.0516623663448683,0.03262172481353268,agriculture,andover,101
2,0.5614872586430504,1.355010986328125,908302,0.012965951853018048,0.05574137236293655,0.042775420509918505,agriculture,andover,102
2,0.5590969403223076,1.2636254538952465,1269905,0.019840066776648648,0.04569396923391907,0.025853902457270424,agriculture,andover,103
2,0.5791875429706052,1.3179073558134191,1467573,0.021301155036240107,0.05058351441461515,0.029282359378375044,agriculture,andover,104
2,0.6824674121810684,1.3353565761021204,410276,0.022172878745039926,0.057493004709025144,0.03532012596398522,agriculture,andover,105
2,0.5593559370905771,1.1510091432383363,1269317,0.016402521986233543,0.05056577671298817,0.034163254726754626,agriculture,andover,106
2,0.5928152174287674,1.2984658174736554,1450705,0.01884325207399161,0.0581303573090325,0.03928710523504089,agriculture,andover,107
2,0.5593481052082936,1.2400783192027698,786630,0.020557314112098445,0.04743144807596964,0.026874133963871196,agriculture,andover,108
2,0.5051974937811287,1.1509757663892664,910535,0.020163969534394616,0.05377717495757989,0.03361320542318527,agriculture,andover,109
2,0.5982977791695627,1.239367221264129,1571124,0.01555192333641393,0.054062569217961154,0.03851064588154722,agriculture,andover,110
2,0.5874078503934695,1.2876554448553856,1600251,0.017155433741331827,0.05675484658344222,0.039599412842110396,agriculture,andover,111
2,0.6405014877102737,1.2912720519226868,1202183,0.014132623735321495,0.055498206179924355,0.04136558244460286,agriculture,andover,112
2,0.5897178045116516,1.106444241707785,966564,0.019285841392809994,0.05488203574724488,0.03559619435443488,agriculture,andover,113
2,0.5660282211379637,1.3680619673295455,971683,0.014087927853013792,0.056899215073228614,0.04281128722021482,agriculture,andover,114
2,0.5620452370463763,1.2449250092377533,658310,0.020871625829776246,0.05149093891935411,0.030619313089577858,agriculture,andover,115
2,0.6252418855079219,1.2510545947883702,1263511,0.019248744173972366,0.055683725745165655,0.036434981571193285,agriculture,andover,116
2,0.5963158522437739,1.364439530806108,1475728,0.01937619940802099,0.055184288703609335,0.03580808929558835,agriculture,andover,117
2,0.5792662962720436,1.3602994835895041,1588216,0.018604522306789505,0.056394722128476224,0.03779019982168672,agriculture,andover,118
2,0.5770364233633805,1.3083532424200148,1455714,0.021045342697810148,0.05057243387093893,0.029527091173128787,agriculture,andover,119
2,0.6150412245358955,1.0503517844460226,894249,0.013648323900837462,0.042791213632891956,0.029142889732054495,agriculture,andover,120
2,0.5005462482970546,1.3748513926630435,459498,0.019114337820839263,0.05480546161245533,0.03569112379161607,agriculture,andover,121
2,0.5848204802787779,1.2383489499146911,1487636,0.01376680854725215,0.04976418962703242,0.03599738107978027,agriculture,andover,122
2,0.585101559003104,1.3019012451171874,1367284,0.019829823211563947,0.0582658759994266,0.038436052787862655,agriculture,andover,123
2,0.5691687324143602,1.195990349264706,1493406,0.01646370779279044,0.0521827286082954,0.03571902081550496,agriculture,andover,124
2,0.5840349989711998,1.3448322002704327,1112947,0.02003958858777642,0.0479573600539828,0.027917771466206387,agriculture,andover,125
2,0.6033372089369324,1.3300479253133137,1591150,0.02020614021305345,0.05237469754580021,0.032168557332746754,agriculture,andover,126
2,0.6084443382081315,1.326631091889881,1380570,0.0223784378915955,0.050852184242740316,0.028473746351144816,agriculture,andover,127
2,0.5856036523989309,1.3473366791347288,905049,0.014034599231643812,0.05735380073344095,0.04331920150179714,agriculture,andover,128
2,0.6198983081763875,1.2483299518453663,1403456,0.01858412376305349,0.056123597747275294,0.037539473984221805,agriculture,andover,129
2,0.607837780253206,1.2371003803453948,1562917,0.017160220280411562,0.05555189431044643,0.038391674030034864,agriculture,andover,130
2,0.6321072155996399,1.3227070509785352,1566190,0.01664038207369476,0.05494352537048506,0.0383031432967903,agriculture,andover,131
2,0.54496445853589,1.3047696627103365,715643,0.01559297023795384,0.05451740602507116,0.03892443578711732,agriculture,andover,132
2,0.6146580877407024,1.1168339567364387,862268,0.008302523113463564,0.04110207035399667,0.032799547240533106,agriculture,andover,133
2,0.6081897822427167,1.3070602416992188,1183841,0.020826276501658584,0.055787052484244086,0.0349607759825855,agriculture,andover,134
2,0.6087554248986041,1.3404480616251628,1576988,0.018516944960900145,0.0581196559517257,0.039602710990825546,agriculture,andover,135
2,0.6433961960662171,1.2308432839133523,683871,0.022978017784055765,0.05097013910518212,0.027992121321126353,agriculture,andover,136
2,0.5537821903647578,1.1538614126352162,1408496,0.015937567447830876,0.05129869023412207,0.035361122786291194,agriculture,andover,137
2,0.5552799058531876,1.2247363675025202,1116554,0.01982976192821843,0.04513530021835039,0.02530553829013196,agriculture,andover,138
2,0.5944399401272297,1.3597917400422643,1026176,0.02023337127354372,0.04781538449544717,0.027582013221903456,agriculture,andover,139
2,0.5801280231458738,1.33173061938996,810166,0.013221981667954468,0.057414159567298555,0.044192177899344084,agriculture,andover,140
2,0.5826793177616482,1.298869945384838,1390130,0.020827548502658024,0.05026580247890485,0.029438253976246827,agriculture,andover,141
2,0.5849627144765793,1.1857059733072917,1282133,0.018037130313313828,0.052259009010765654,0.03422187869745182,agriculture,andover,142
2,0.5910514805839588,1.2254837550474016,1505791,0.01412480218038227,0.05092008120648882,0.03679527902610655,agriculture,andover,143
2,0.5613163242013405,1.155886501736111,801687,0.021800278662370727,0.05683889098862773,0.035038612326257004,agriculture,andover,144
2,0.6382489254974133,1.2484945779318337,1425776,0.018607410981809205,0.05679363378258576,0.03818622280077656,agriculture,andover,145
2,0.6089904907926011,1.3390543320599724,1116602,0.02062059713308771,0.04775739251765625,0.02713679538456854,agriculture,andover,146
2,0.6447559598691895,1.2411967432776163,666919,0.021726776415126874,0.05091172991022898,0.029184953495102105,agriculture,andover,147
2,0.6230204155609104,1.3326594805476641,1589033,0.017374088517985466,0.05777601849678389,0.04040192997879843,agriculture,andover,148
